store,price,friendly name,city,state,zip,address,Unnamed: 6
1972,239.0,E. Santa Clarita,Santa Clarita,CA,91321,19001 Golden Valley Rd,
1971,239.0,Simi Valley,Simi Valley,CA,93065,1275 Simi Town Center Way,
1969,239.0,Weatherford,Weatherford,TX,76087,118 Interstate 20 East,
1968,239.0,S.E. Shreveport,Shreveport,LA,71105,7301 Youree Dr,
1967,239.0,Oneonta,Oneonta,NY,13820,5283 State Highway 23,
1966,239.0,Maplewood,Maplewood,MO,63143,2300 Maplewood Commons Dr,
1965,239.0,Lindale,Lindale,TX,75771,3200 South Main St,
1962,239.0,West Palm Beach,West Palm Beach,FL,33417,4701 Okeechobee Blvd,
1959,239.0,Bluefield,Bluefield,VA,24605,515 Commerce Dr,
1976,239.0,Hampton Township,Newton,NJ,7860,39 Hampton House Rd,
2202,239.0,Bullhead City,Bullhead City,AZ,86442,1680 Highway 95,
2203,239.0,Crowley,Crowley,LA,70526,142 Julia John Dr,
2204,239.0,E. Athens,Athens,GA,30605,3341 Lexington Rd,
2227,239.0,N. Stockton,Stockton,CA,95219,10342 Trinity Pkwy,
2226,239.0,Ozark,Ozark,MO,65721,1800 West Marler Ln,
2225,239.0,Granbury,Granbury,TX,76048,1021 East Highway 377,
2224,239.0,Sebring,Sebring,FL,33870,2050 U.S. 27 North,
2223,239.0,Mechanicsburg,Mechanicsburg,PA,17050,5500 Carlisle Pike,
2222,239.0,S.E. Greensboro,Greensboro,NC,27406,109 West Elmsley Dr,
2221,239.0,N.E. FT. Myers,Ft. Myers,FL,33966,8040 Dani Dr,
2220,239.0,Cleburne,Cleburne,TX,76033,2100 North Main St,
2219,239.0,N.E. Pittsburgh,Tarentum,PA,15084,1005 Village Center Dr,
2218,239.0,Savannah,Savannah,TN,38372,1895 Wayne Rd,
2217,239.0,Rocky Mount,Rocky Mount,VA,24151,800 Old Franklin Turnpike,
2216,239.0,Lewistown,Lewistown,PA,17044,10472 Us Highway 522 South,
2215,239.0,Hanford,Hanford,CA,93230,1955 West Lacey Blvd,
2214,239.0,Durant,Durant,OK,74701,720 University Pl,
2213,239.0,Wadsworth,Wadsworth,OH,44281,1065 Williams Reserve Blvd,
2212,239.0,Troy,Troy,AL,36081,1421 U.S. Highway 231 South,
2211,239.0,Sunnyvale,Sunnyvale,CA,94085,811 East Arques Ave,
2210,239.0,Roxboro,Roxboro,NC,27573,2044 Durham Rd,
2209,239.0,Presque Isle,Presque Isle,ME,4769,135 Maysville St,
2208,239.0,Philadelphia,Philadelphia,MS,39350,1105 Central Dr,
2207,239.0,N. Augusta,North Augusta,SC,29841,1220 Knox Ave,
2206,239.0,Manitowoc,Manitowoc,WI,54220,4401 Dewey St,
2205,239.0,Fayetteville,Fayetteville,WV,25840,46 Fayette Town Center Rd,
1958,239.0,Madison,Madison,GA,30650,1821 Eatonton Highway,
1957,239.0,Butler,Butler,NJ,7405,1210 Route 23 North,
1956,239.0,Plymouth,Plymouth,IN,46563,1100 Pilgrim Ln,
1955,239.0,Plymouth,Plymouth,MN,55447,3205 Vicksburg Ln North,
1910,239.0,Kimball,Kimball,TN,37347,525 Dixie Lee Center Rd,
1909,239.0,Stafford,Stafford,VA,22556,1330 Stafford Market Pl,
1908,239.0,Oswego,Oswego,NY,13126,445 State Route 104,
1907,239.0,Bedford,Bedford,NH,3110,222 South River Rd,
1906,239.0,Idaho Falls,Idaho Falls,ID,83404,925 E 17th St,
1905,239.0,Glenwood Springs,Glenwood Springs,CO,81601,215 West Meadows Dr,
1904,239.0,Kalispell,Kalispell,MT,59901,2360 Highway 93 North,
1903,239.0,N. Lakewood,Lakewood,CO,80215,10555 West Colfax Ave,
1901,239.0,Cotati,Cotati,CA,94931,7921 Redwood Dr,
1899,239.0,Sulphur,Sulphur,LA,70663,305 South Cities Service Highway,
1898,239.0,Rosenberg,Rosenberg,TX,77471,28005 Southwest Freeway,
1897,239.0,Orange Park,Orange Park,FL,32073,2285 Kingsley Ave,
1896,239.0,Grand Forks,Grand Forks,ND,58201,4001 32nd Ave South,
1895,239.0,Fremont,Fremont,CA,94538,43612 Pacific Commons Blvd,
1894,239.0,Bedford,Bedford,IN,47421,3300 16th St,
1893,239.0,S. Jackson,Jackson,TN,38301,2071 South Highland Ave,
1892,239.0,Palestine,Palestine,TX,75801,2715 South Loop 256,
1891,239.0,Claremore,Claremore,OK,74019,1746 South Lynn Riggs Blvd,
1890,239.0,Mcminnville,Mc Minnville,TN,37110,1339 Smithville Highway Suite 10,
1889,239.0,Milford,Milford,MA,1757,40 Fortune Blvd,
1888,239.0,Beckley,Beckley,WV,25801,1210 North Eisenhower Dr,
1887,239.0,Longview,Longview,WA,98632,2850 Ocean Beach Highway,
1886,239.0,Pottstown,Pottstown,PA,19465,1136 Town Square Rd,
1911,239.0,Riverview,Riverview,FL,33578,10425 Gibsonton Dr,
2229,239.0,Lock Haven,Mill Hall,PA,17751,284 Hogan Blvd,
1913,239.0,South Burlington,South Burlington,VT,5403,189 Hannaford Dr,
1916,239.0,Hadley,Hadley,MA,1035,282 Russell St,
1953,239.0,Cortlandville,Cortland,NY,13045,872 Route 13,
1952,239.0,Matamoras,Matamoras,PA,18336,115 Wenlock Rd,
1948,239.0,Bee Cave,Bee Cave,TX,78738,12611 Suite 100 Shops Pkwy,
1946,239.0,Portland,Portland,ME,4102,1058 Brighton Ave,
1945,239.0,Deland,Deland,FL,32724,303 International Speedway Blvd,
1944,239.0,Somerset,Somerset,PA,15501,1730 North Center Ave,
1942,239.0,E. Rutherford,E. Rutherford,NJ,7073,150 Route 17 North,
1941,239.0,Oxnard,Oxnard,CA,93036,301 West Gonzales Rd,
1940,239.0,Bangor,Bangor,ME,4401,70 Springer Dr,
1939,239.0,Union,Union,NJ,7083,1721 Morris Ave,
1938,239.0,Hackettstown,Hackettstown,NJ,7840,217 Mountain Ave,
1937,239.0,Jersey City,Jersey City,NJ,7304,727 Route 440,
1935,239.0,N.E. Sarasota,Sarasota,FL,34232,5750 Fruitville Rd,
1934,239.0,Mt. Pocono,Mount Pocono,PA,18344,3207 Route 940,
1933,239.0,Yuba City,Yuba City,CA,95993,935 Tharp Rd,
1932,239.0,Seekonk,Seekonk,MA,2771,1000 Fall River Ave,
1926,239.0,Redding,Redding,CA,96002,1200 East Cypress Ave,
1925,239.0,Cornelia,Cornelia,GA,30531,281 Carpenters Cove Ln,
1924,239.0,Marianna,Marianna,FL,32448,4860 Malloy Plaza,
1923,239.0,C. Louisville,Louisville,KY,40218,2100 Bashford Manor Ln,
1922,239.0,Marion,Marion,NC,28752,480 U.S. 70 West,
1920,239.0,E. Charlotte,Charlotte,NC,28227,8826 Albemarle Rd,
1917,239.0,Farmingdale,Farmingdale,NY,11735,90 Price Pkwy,
1914,239.0,Dedham,Dedham,MA,2026,306 Providence Highway,
795,239.0,Fresno,Fresno,CA,93720,7651 North Blackstone Ave,
